,lst
16049,13179
16050,10530
16051,1802
16052,5180
16053,12354
16054,9236
16055,11875
16056,12886
16057,12458
16058,3792
16059,14668
16060,5032
16061,11605
16062,19080
16063,8054
16064,4362
16065,4588
16066,6167
16067,6740
16068,1045
16069,1389
16070,3352
16071,8443
16072,15442
16073,15196
16074,8582
16075,18675
16076,2829
16077,15747
16078,1724
16079,7489
16080,8074
16081,10663
16082,10193
16083,18627
16084,1811
16085,15498
16086,3620
16087,11071
16088,15500
16089,7209
16090,7483
16091,4164
16092,8179
16093,7078
16094,19031
16095,6090
16096,2153
16097,15019
16098,2338
16099,9601
16100,7722
16101,17902
16102,19584
16103,13428
16104,12352
16105,7883
16106,3395
16107,16351
16108,16847
16109,19252
16110,10414
16111,9760
16112,9331
16113,3572
16114,1772
16115,9952
16116,10332
16117,10431
16118,211
16119,8678
16120,4355
16121,44
16122,2936
16123,13702
16124,5025
16125,13378
16126,17510
16127,10614
16128,2577
16129,14152
16130,11230
16131,7139
16132,9341
16133,11403
16134,18413
16135,5727
16136,2857
16137,520
16138,16666
16139,7680
16140,14045
16141,12406
16142,5026
16143,18888
16144,14061
16145,15911
16146,8567
16147,11247
16148,19670
16149,780
16150,17824
16151,6468
16152,17737
16153,4554
16154,392
16155,11958
16156,11715
16157,18118
16158,18486
16159,17162
16160,12805
16161,6828
16162,15329
16163,12798
16164,9617
16165,10262
16166,5725
16167,3864
16168,10305
16169,9776
16170,10039
16171,1827
16172,9560
16173,17028
16174,1703
16175,6852
16176,13609
16177,4517
16178,7347
16179,14674
16180,11299
16181,4119
16182,7653
16183,16947
16184,1869
16185,7567
16186,14775
16187,12990
16188,17590
16189,13773
16190,11671
16191,6834
16192,13508
16193,6505
16194,18193
16195,1698
16196,11659
16197,11273
16198,699
16199,17469
16200,18335
16201,1062
16202,15904
16203,5576
16204,11840
16205,10736
16206,4567
16207,3073
16208,5706
16209,18140
16210,9080
16211,15162
16212,4084
16213,8280
16214,4960
16215,12482
16216,12885
16217,14515
16218,16275
16219,9672
16220,16320
16221,17636
16222,7323
16223,9119
16224,7574
16225,12356
16226,19925
16227,11169
16228,16641
16229,16662
16230,7577
16231,12488
16232,7596
16233,16997
16234,16193
16235,3807
16236,4636
16237,10982
16238,11438
16239,8118
16240,1414
16241,12307
16242,2872
16243,18003
16244,4503
16245,1458
16246,18126
16247,4953
16248,5031
16249,649
16250,6047
16251,1082
16252,6562
16253,19533
16254,18274
16255,3697
16256,3600
16257,7854
16258,12469
16259,8459
16260,7752
16261,9399
16262,2893
16263,15215
16264,11883
16265,36
16266,9854
16267,16305
16268,4072
16269,19333
16270,2589
16271,10379
16272,18954
16273,16742
16274,18942
16275,16441
16276,3372
16277,15698
16278,11858
16279,13216
16280,3578
16281,16937
16282,6674
16283,16041
16284,5925
16285,18667
16286,3861
16287,10561
16288,5378
16289,3580
16290,1729
16291,5483
16292,13938
16293,18302
16294,19520
16295,2087
16296,5166
16297,7771
16298,41
16299,21
16300,4179
16301,8431
16302,11460
16303,2352
16304,1766
16305,12967
16306,16545
16307,14149
16308,2697
16309,10624
16310,5004
16311,4167
16312,8893
16313,12037
16314,16779
16315,6366
16316,1427
16317,12657
16318,18404
16319,12414
16320,14098
16321,15003
16322,13845
16323,8437
16324,4359
16325,3714
16326,9811
16327,14884
16328,18495
16329,10999
16330,7202
16331,4844
16332,6339
16333,2582
16334,7517
16335,13062
16336,19872
16337,8647
16338,11544
16339,7985
16340,269
16341,3037
16342,11866
16343,9979
16344,5078
16345,19493
16346,11642
16347,13100
16348,5023
16349,7891
16350,16302
16351,15509
16352,4260
16353,15642
16354,2370
16355,820
16356,4226
16357,6204
16358,3710
16359,8677
16360,11119
16361,13067
16362,6941
16363,7331
16364,915
16365,11815
16366,13959
16367,9085
16368,2079
16369,7332
16370,3552
16371,6831
16372,17092
16373,14873
16374,4194
16375,3119
16376,4548
16377,461
16378,16457
16379,15916
16380,14077
16381,6588
16382,2203
16383,638
16384,16657
16385,2797
16386,12867
16387,18542
16388,2806
16389,5932
16390,12479
16391,3286
16392,13697
16393,2841
16394,7689
16395,4004
16396,2804
16397,13640
16398,10860
16399,5572
16400,14083
16401,8111
16402,11752
16403,5358
16404,9242
16405,9021
16406,19196
16407,6558
16408,12439
16409,19962
16410,271
16411,13929
16412,727
16413,18500
16414,12297
16415,18013
16416,538
16417,6559
16418,8800
16419,19989
16420,12789
16421,15654
16422,9741
16423,4115
16424,15605
16425,17225
16426,6981
16427,7064
16428,3656
16429,5930
16430,1074
16431,12131
16432,12894
16433,4152
16434,17523
16435,16055
16436,4059
16437,13337
16438,19487
16439,12557
16440,1761
16441,10475
16442,2363
16443,7193
16444,3513
16445,9659
16446,15083
16447,14224
16448,9969
16449,19036
16450,3547
16451,15648
16452,14658
16453,10096
16454,17137
16455,9170
16456,675
16457,19534
16458,1430
16459,13111
16460,9989
16461,12739
16462,13807
16463,12527
16464,13401
16465,3168
16466,2968
16467,8834
16468,10223
16469,10569
16470,19051
16471,5881
16472,3967
16473,10127
16474,12114
16475,16488
16476,7803
16477,19790
16478,12097
16479,14230
16480,10375
16481,522
16482,14099
16483,12819
16484,15645
16485,13561
16486,17452
16487,5694
16488,18358
16489,9082
16490,17299
16491,16703
16492,18666
16493,15765
16494,4206
16495,3180
16496,5605
16497,12644
16498,11741
16499,6591
16500,3308
16501,9845
16502,3401
16503,12833
16504,8942
16505,5467
16506,12308
16507,1073
16508,15165
16509,12501
16510,1382
16511,19752
16512,11180
16513,1467
16514,1653
16515,2155
16516,11383
16517,7633
16518,11233
16519,13512
16520,14233
16521,14655
16522,1057
16523,4896
16524,10027
16525,18164
16526,3307
16527,11231
16528,14056
16529,15677
16530,16752
16531,14303
16532,19999
16533,6281
16534,17676
16535,6646
16536,185
16537,14273
16538,16158
16539,3231
16540,5151
16541,3209
16542,18679
16543,11144
16544,8959
16545,8365
16546,1371
16547,5454
16548,14213
16549,1495
16550,17282
16551,2140
16552,10313
16553,18947
16554,2396
16555,7103
16556,9545
16557,4558
16558,4050
16559,6279
16560,7155
16561,12615
16562,1672
16563,1671
16564,15280
16565,10061
16566,9998
16567,14692
16568,19463
16569,4256
16570,4379
16571,16711
16572,729
16573,11926
16574,7316
16575,8106
16576,8974
16577,10418
16578,8524
16579,9637
16580,8230
16581,360
16582,17564
16583,13977
16584,11823
16585,4438
16586,11573
16587,13047
16588,14429
16589,7726
16590,6019
16591,1902
16592,19486
16593,16880
16594,15815
16595,13939
16596,11636
16597,11228
16598,2947
16599,6484
16600,7144
16601,2186
16602,4292
16603,15819
16604,18110
16605,19441
16606,13809
16607,15877
16608,10679
16609,770
16610,16584
16611,14488
16612,5199
16613,16985
16614,5225
16615,13678
16616,15273
16617,13436
16618,12490
16619,7179
16620,16112
16621,6504
16622,9352
16623,4615
16624,15804
16625,11211
16626,12091
16627,1102
16628,19540
16629,5792
16630,13091
16631,15397
16632,15140
16633,9552
16634,14914
16635,6631
16636,15031
16637,2092
16638,15847
16639,1795
16640,19875
16641,18038
16642,6463
16643,11408
16644,17652
16645,14457
16646,1215
16647,4315
16648,11341
16649,10980
16650,9817
16651,8448
16652,9386
16653,11330
16654,4123
16655,7973
16656,11898
16657,10714
16658,11991
16659,19731
16660,16206
16661,14387
16662,648
16663,7728
16664,15591
16665,19230
16666,5934
16667,2452
16668,14931
16669,12427
16670,9093
16671,17460
16672,9824
16673,18318
16674,4434
16675,4619
16676,6986
16677,8050
16678,14751
16679,13128
16680,4563
16681,8778
16682,8085
16683,16116
16684,11937
16685,16659
16686,6968
16687,16830
16688,11773
16689,2077
16690,16403
16691,13664
16692,941
16693,1042
16694,11128
16695,9763
16696,9199
16697,18150
16698,7082
16699,9456
16700,1885
16701,14517
16702,168
16703,9722
16704,6739
16705,8911
16706,6769
16707,19334
16708,4499
16709,17311
16710,11552
16711,17297
16712,10661
16713,9623
16714,12149
16715,11616
16716,6195
16717,1146
16718,18393
16719,9790
16720,17764
16721,19766
16722,7610
16723,13772
16724,10645
16725,14282
16726,5135
16727,927
16728,17790
16729,4216
16730,11999
16731,13223
16732,5913
16733,2270
16734,18851
16735,15995
16736,897
16737,11607
16738,19307
16739,6670
16740,3958
16741,9480
16742,11848
16743,18265
16744,3125
16745,18541
16746,6924
16747,2504
16748,8415
16749,13159
16750,3240
16751,2038
16752,12052
16753,7152
16754,3673
16755,4550
16756,1774
16757,6469
16758,14254
16759,17870
16760,16146
16761,12224
16762,19676
16763,11924
16764,7349
16765,5707
16766,1921
16767,17440
16768,4513
16769,4535
16770,11888
16771,14416
16772,2202
16773,14226
16774,2702
16775,17782
16776,363
16777,14801
16778,15549
16779,13624
16780,4
16781,11492
16782,9411
16783,19991
16784,1787
16785,16276
16786,13192
16787,13081
16788,19733
16789,410
16790,15970
16791,18529
16792,784
16793,9019
16794,2719
16795,13851
16796,3477
16797,206
16798,13522
16799,12924
16800,6531
16801,7564
16802,17037
16803,17475
16804,19902
16805,846
16806,6662
16807,14043
16808,1288
16809,8908
16810,5210
16811,9800
16812,1909
16813,10617
16814,1310
16815,19366
16816,16809
16817,13001
16818,7721
16819,9063
16820,17800
16821,739
16822,11373
16823,6973
16824,15552
16825,3745
16826,10057
16827,7864
16828,18741
16829,195
16830,5081
16831,9500
16832,1928
16833,3417
16834,15459
16835,14443
16836,10509
16837,16799
16838,6269
16839,1600
16840,18766
16841,10037
16842,8854
16843,18331
16844,5829
16845,15627
16846,6315
16847,9947
16848,15263
16849,6983
16850,624
16851,1125
16852,3826
16853,15643
16854,13836
16855,11507
16856,12391
16857,4007
16858,6815
16859,8872
16860,10792
16861,12978
16862,13593
16863,9217
16864,4893
16865,10739
16866,9245
16867,10162
16868,17606
16869,7802
16870,15544
16871,9001
16872,13660
16873,4592
16874,10166
16875,3455
16876,3999
16877,16449
16878,55
16879,18803
16880,3358
16881,8676
16882,18313
16883,7651
16884,1200
16885,7994
16886,7178
16887,10358
16888,12930
16889,12440
16890,17577
16891,10948
16892,8081
16893,12536
16894,10687
16895,9320
16896,18136
16897,2855
16898,12591
16899,5568
16900,3257
16901,1144
16902,10466
16903,180
16904,16143
16905,3618
16906,4607
16907,3836
16908,17285
16909,15034
16910,9927
16911,18991
16912,13998
16913,6550
16914,19877
16915,19513
16916,808
16917,7669
16918,5278
16919,19935
16920,11451
16921,7360
16922,5875
16923,10202
16924,5764
16925,10237
16926,6861
16927,18586
16928,10279
16929,12622
16930,12751
16931,14866
16932,9355
16933,19284
16934,15011
16935,10649
16936,14503
16937,16630
16938,3212
16939,2266
16940,6879
16941,16356
16942,4246
16943,14417
16944,14913
16945,13953
16946,12602
16947,16015
16948,8813
16949,17707
16950,12862
16951,3166
16952,18910
16953,18781
16954,10575
16955,17125
16956,11355
16957,763
16958,2550
16959,7435
16960,1336
16961,1541
16962,997
16963,1104
16964,16455
16965,4733
16966,7780
16967,7125
16968,16639
16969,12233
16970,2952
16971,12235
16972,8421
16973,1394
16974,14135
16975,6522
16976,16407
16977,19106
16978,12239
16979,12831
16980,3204
16981,4777
16982,16887
16983,14365
16984,12404
16985,7513
16986,7661
16987,8486
16988,13528
16989,2312
16990,1333
16991,5754
16992,19115
16993,6845
16994,6696
16995,18953
16996,8937
16997,19455
16998,17099
16999,16492
17000,2933
17001,2293
17002,15236
17003,15884
17004,9730
17005,14252
17006,11850
17007,16357
17008,13548
17009,8993
17010,17594
17011,2790
17012,15702
17013,1968
17014,13647
17015,14554
17016,7708
17017,8922
17018,5388
17019,2367
17020,18577
17021,6779
17022,10553
17023,5651
17024,13604
17025,1710
17026,14576
17027,19819
17028,3633
17029,3397
17030,1471
17031,4040
17032,17247
17033,18188
17034,9714
17035,2000
17036,15354
17037,5105
17038,17268
17039,8058
17040,17415
17041,8725
17042,13693
17043,4972
17044,9215
17045,1457
17046,11762
17047,7910
17048,14932
17049,17293
17050,6719
17051,2248
17052,14680
17053,14154
17054,8687
17055,16181
17056,17547
17057,17489
17058,5469
17059,17993
17060,2538
17061,5926
17062,8866
17063,8563
17064,13867
17065,1248
17066,345
17067,17767
17068,10613
17069,2183
17070,5307
17071,8221
17072,2072
17073,16477
17074,11040
17075,2918
17076,15411
17077,5323
17078,6386
17079,16087
17080,3783
17081,3158
17082,11320
17083,1219
17084,17573
17085,10750
17086,16473
17087,1932
17088,1213
17089,12827
17090,18788
17091,2118
17092,9901
17093,11447
17094,259
17095,3070
17096,11757
17097,9903
17098,1522
17099,16359
17100,7232
17101,18281
17102,4293
17103,580
17104,12064
17105,17637
17106,2294
17107,11294
17108,13646
17109,15700
17110,14826
17111,18935
17112,7812
17113,16684
17114,9041
17115,3692
17116,9821
17117,11508
17118,5045
17119,9423
17120,15305
17121,13916
17122,14001
17123,6487
17124,11766
17125,19629
17126,6159
17127,11049
17128,10635
17129,6682
17130,18697
17131,11836
17132,8829
17133,1718
17134,982
17135,591
17136,8610
17137,18814
17138,4495
17139,15584
17140,5486
17141,7477
17142,7678
17143,17633
17144,4897
17145,15300
17146,16803
17147,7684
17148,5752
17149,9477
17150,463
17151,13946
17152,4935
17153,6088
17154,16740
17155,1049
17156,11487
17157,9092
17158,9326
17159,15045
17160,13138
17161,10085
17162,431
17163,14140
17164,19011
17165,15859
17166,1976
17167,13287
17168,18589
17169,16611
17170,158
17171,14941
17172,14268
17173,1048
17174,11538
17175,1684
17176,6842
17177,9933
17178,10884
17179,19323
17180,12708
17181,16590
17182,12866
17183,8554
17184,19195
17185,16385
17186,15345
17187,2090
17188,10556
17189,6549
17190,11441
17191,18972
17192,4003
17193,1019
17194,9985
17195,12163
17196,18291
17197,267
17198,19789
17199,8619
17200,6165
17201,12600
17202,6323
17203,8990
17204,12384
17205,588
17206,6348
17207,15359
17208,19525
17209,7671
17210,3691
17211,10689
17212,14091
17213,570
17214,16758
17215,2591
17216,2499
17217,18749
17218,6858
17219,9768
17220,12700
17221,13114
17222,13830
17223,16599
17224,17243
17225,19456
17226,7051
17227,8439
17228,19068
17229,15851
17230,13934
17231,18420
17232,8396
17233,508
17234,1363
17235,3260
17236,12688
17237,10099
17238,17914
17239,1347
17240,19402
17241,15473
17242,11152
17243,395
17244,4613
17245,7934
17246,11802
17247,1149
17248,14695
17249,11753
17250,6711
17251,9166
17252,8117
17253,8579
17254,3027
17255,5318
17256,9102
17257,18054
17258,1734
17259,16196
17260,1919
17261,4816
17262,2056
17263,10639
17264,11594
17265,2154
17266,5673
17267,2288
17268,13866
17269,8392
17270,11592
17271,19467
17272,14379
17273,5779
17274,7572
17275,17947
17276,6374
17277,5537
17278,10879
17279,6886
17280,14923
17281,10836
17282,2756
17283,18721
17284,4691
17285,13722
17286,12595
17287,8898
17288,15321
17289,13983
17290,5771
17291,18322
17292,17785
17293,9461
17294,8218
17295,18867
17296,19823
17297,10254
17298,1406
17299,16645
17300,6456
17301,933
17302,11257
17303,16643
17304,12860
17305,12122
17306,2430
17307,2258
17308,18005
17309,16559
17310,16182
17311,19501
17312,2973
17313,16077
17314,15306
17315,17599
17316,9022
17317,13642
17318,10819
17319,3567
17320,14926
17321,19717
17322,15940
17323,690
17324,7344
17325,7530
17326,11893
17327,10314
17328,9247
17329,12262
17330,9542
17331,13883
17332,4506
17333,18689
17334,11622
17335,6046
17336,18341
17337,19332
17338,16682
17339,2061
17340,11904
17341,1274
17342,2220
17343,4817
17344,15735
17345,322
17346,10610
17347,14241
17348,1690
17349,2008
17350,9135
17351,16208
17352,17102
17353,13799
17354,18169
17355,14035
17356,15706
17357,16137
17358,18909
17359,10951
17360,14373
17361,14849
17362,19519
17363,9934
17364,11536
17365,13902
17366,1465
17367,15489
17368,8731
17369,3857
17370,17651
17371,7243
17372,2902
17373,1342
17374,1014
17375,1114
17376,4025
17377,11825
17378,17401
17379,2523
17380,8569
17381,2694
17382,1140
17383,45
17384,8255
17385,8185
17386,15546
17387,10353
17388,6717
17389,2748
17390,19007
17391,9379
17392,922
17393,17158
17394,12390
17395,9020
17396,965
17397,15699
17398,14403
17399,18913
17400,8735
17401,5066
17402,1422
17403,18301
17404,1797
17405,18672
17406,19873
17407,5989
17408,4150
17409,17682
17410,10047
17411,1882
17412,12517
17413,7712
17414,8344
17415,17003
17416,12933
17417,253
17418,17670
17419,4432
17420,9200
17421,3146
17422,3520
17423,11498
17424,13649
17425,10468
17426,18133
17427,16045
17428,7604
17429,10990
17430,18537
17431,15168
17432,6218
17433,8736
17434,14802
17435,391
17436,19026
17437,12153
17438,6424
17439,9911
17440,11386
17441,6868
17442,11272
17443,8046
17444,5103
17445,2392
17446,7679
17447,3980
17448,16061
17449,15152
17450,4652
17451,9575
17452,1138
17453,11728
17454,12074
17455,8873
17456,19114
17457,7414
17458,10308
17459,7073
17460,5560
17461,5484
17462,14392
17463,5022
17464,11927
17465,7093
17466,16837
17467,18076
17468,2503
17469,12975
17470,18027
17471,9365
17472,9846
17473,5157
17474,8444
17475,7869
17476,10337
17477,17704
17478,3014
17479,11824
17480,3811
17481,9773
17482,2446
17483,15364
17484,1386
17485,1281
17486,10133
17487,10799
17488,9366
17489,11614
17490,12781
17491,2149
17492,18332
17493,4604
17494,761
17495,19111
17496,19498
17497,16696
17498,4484
17499,2458
17500,13251
17501,4707
17502,5966
17503,18447
17504,9819
17505,18598
17506,7463
17507,18751
17508,716
17509,4854
17510,6788
17511,944
17512,5639
17513,7380
17514,3054
17515,19573
17516,19550
17517,1915
17518,3197
17519,15758
17520,5187
17521,11772
17522,78
17523,10897
17524,16312
17525,432
17526,10196
17527,19832
17528,9368
17529,17514
17530,8009
17531,4730
17532,15461
17533,2996
17534,18997
17535,13044
17536,16560
17537,7957
17538,15998
17539,920
17540,4790
17541,14007
17542,13007
17543,7980
17544,11566
17545,10396
17546,3481
17547,13869
17548,3421
17549,2634
17550,7693
17551,16673
17552,9974
17553,12135
17554,5017
17555,142
17556,891
17557,4726
17558,19090
17559,4414
17560,16303
17561,8695
17562,13136
17563,8843
17564,17832
17565,15148
17566,10148
17567,7422
17568,6743
17569,9964
17570,12378
17571,19009
17572,15701
17573,5035
17574,11601
17575,11555
17576,4284
17577,14690
17578,11697
17579,12774
17580,1409
17581,93
17582,3045
17583,18479
17584,2450
17585,14017
17586,9430
17587,3267
17588,4005
17589,17231
17590,14995
17591,9987
17592,9104
17593,899
17594,1696
17595,10726
17596,3139
17597,7882
17598,3525
17599,1580
17600,6085
17601,1664
17602,18498
17603,7047
17604,10436
17605,8276
17606,12658
17607,2459
17608,16094
17609,18526
17610,438
17611,11584
17612,14286
17613,2883
17614,9313
17615,14277
17616,15676
17617,4019
17618,9837
17619,1920
17620,17916
17621,2109
17622,14691
17623,17236
17624,18010
17625,17139
17626,11274
17627,16366
17628,4573
17629,15563
17630,9311
17631,1095
17632,17696
17633,13762
17634,7769
17635,9928
17636,1683
17637,2603
17638,14
17639,9641
17640,19081
17641,12506
17642,4425
17643,18725
17644,4174
17645,4170
17646,19541
17647,10784
17648,17607
17649,4491
17650,18290
17651,16802
17652,9857
17653,11482
17654,12960
17655,11003
17656,6232
17657,9606
17658,14406
17659,15521
17660,92
17661,5226
17662,10206
17663,2817
17664,19987
17665,1
17666,3028
17667,18039
17668,1059
17669,9871
17670,15767
17671,1627
17672,1262
17673,308
17674,613
17675,18694
17676,5088
17677,8049
17678,11673
17679,13692
17680,1184
17681,18279
17682,5884
17683,17999
17684,17524
17685,11501
17686,12087
17687,4936
17688,16883
17689,12498
17690,13472
17691,9756
17692,4021
17693,9657
17694,18179
17695,18945
17696,11024
17697,7196
17698,3576
17699,6394
17700,2332
17701,15358
17702,11967
17703,4395
17704,12943
17705,8877
17706,12560
17707,12028
17708,16060
17709,9375
17710,2285
17711,14577
17712,17342
17713,7872
17714,5860
17715,9781
17716,13096
17717,14297
17718,10248
17719,15895
17720,9875
17721,19134
17722,17286
17723,10968
17724,9363
17725,1168
17726,1214
17727,11486
17728,1425
17729,6464
17730,12284
17731,16566
17732,19087
17733,10175
17734,17279
17735,5847
17736,261
17737,8146
17738,13889
17739,106
17740,12496
17741,10987
17742,323
17743,6835
17744,10022
17745,1613
17746,12179
17747,14945
17748,5647
17749,1362
17750,17933
17751,801
17752,12555
17753,11521
17754,8284
17755,6960
17756,17108
17757,3279
17758,4820
17759,10833
17760,17896
17761,4528
17762,12098
17763,6915
17764,10973
17765,2758
17766,13206
17767,13757
17768,546
17769,3087
17770,8762
17771,2670
17772,2297
17773,14100
17774,10531
17775,7468
17776,19604
17777,15303
17778,3159
17779,1538
17780,17770
17781,11134
17782,362
17783,5215
17784,713
17785,994
17786,2698
17787,4782
17788,15426
17789,13782
17790,10754
17791,599
17792,13035
17793,1105
17794,17437
17795,15548
17796,10789
17797,4928
17798,16484
17799,1652
17800,5408
17801,18465
17802,13019
17803,783
17804,1751
17805,8460
17806,4993
17807,6110
17808,18422
17809,10883
17810,232
17811,13907
17812,13666
17813,7549
17814,655
17815,16414
17816,13501
17817,2362
17818,11044
17819,17347
17820,18185
17821,5125
17822,8006
17823,6399
17824,14454
17825,4417
17826,11726
17827,12424
17828,3754
17829,17678
17830,981
17831,12265
17832,8997
17833,46
17834,10704
17835,8134
17836,11319
17837,3737
17838,14980
17839,11352
17840,829
17841,17022
17842,3316
17843,17272
17844,19899
17845,18536
17846,14823
17847,4239
17848,17305
17849,9306
17850,11830
17851,19483
17852,11685
17853,6145
17854,7561
17855,10187
17856,16103
17857,18330
17858,3184
17859,476
17860,8315
17861,12085
17862,13723
17863,9099
17864,19015
17865,19761
17866,6910
17867,18432
17868,1818
17869,12545
17870,4490
17871,257
17872,19272
17873,5769
17874,4448
17875,19770
17876,2173
17877,12446
17878,15737
17879,15655
17880,1732
17881,17556
17882,16047
17883,15527
17884,9464
17885,17565
17886,5944
17887,13575
17888,11911
17889,19465
17890,7029
17891,1812
17892,5021
17893,2679
17894,3521
17895,10171
17896,16474
17897,3039
17898,11798
17899,11733
17900,869
17901,1836
17902,1454
17903,3695
17904,11442
17905,10928
17906,10216
17907,12628
17908,2979
17909,8547
17910,18041
17911,15657
17912,18410
17913,17734
17914,11847
17915,13992
17916,18124
17917,2413
17918,6168
17919,753
17920,7013
17921,14588
17922,17442
17923,2483
17924,8888
17925,4250
17926,2002
17927,1931
17928,5671
17929,10582
17930,12347
17931,11393
17932,464
17933,9478
17934,10565
17935,18539
17936,1503
17937,1816
17938,17257
17939,1528
17940,12236
17941,4220
17942,17857
17943,18852
17944,9754
17945,18270
17946,16448
17947,3568
17948,3571
17949,8399
17950,4400
17951,3974
17952,15941
17953,6252
17954,17035
17955,1985
17956,18720
17957,18925
17958,15794
17959,19745
17960,6681
17961,13298
17962,17888
17963,10755
17964,2921
17965,9143
17966,11933
17967,7425
17968,433
17969,15343
17970,15119
17971,12416
17972,1711
17973,19773
17974,18620
17975,11839
17976,1004
17977,17457
17978,8905
17979,3149
17980,3598
17981,13266
17982,14666
17983,15418
17984,7330
17985,10892
17986,1537
17987,1738
17988,6590
17989,5380
17990,8712
17991,7276
17992,13899
17993,4668
17994,17972
17995,10506
17996,13495
17997,19727
17998,562
17999,19849
18000,18961
18001,3099
18002,10373
18003,16296
18004,12127
18005,11675
18006,8938
18007,13146
18008,15991
18009,437
18010,17847
18011,6490
18012,13485
18013,4569
18014,14131
18015,7246
18016,7520
18017,8093
18018,3095
18019,5140
18020,6156
18021,1480
18022,7658
18023,12425
18024,844
18025,9759
18026,13852
18027,15613
18028,7544
18029,7515
18030,15086
18031,19588
18032,14975
18033,17023
18034,12522
18035,18556
18036,18071
18037,4628
18038,19449
18039,19484
18040,1877
18041,14839
18042,15842
18043,7958
18044,4716
18045,6911
18046,691
18047,14614
18048,5755
18049,18969
18050,13434
18051,8752
18052,18578
18053,10958
18054,19310
18055,4633
18056,12276
18057,5479
18058,8758
18059,5996
18060,11700
18061,4942
18062,2734
18063,6771
18064,10875
18065,16757
18066,10232
18067,4459
18068,3919
18069,12729
18070,18236
18071,7926
18072,5450
18073,2531
18074,1111
18075,1433
18076,17694
18077,122
18078,16274
18079,9121
18080,2272
18081,4132
18082,7022
18083,14650
18084,17118
18085,3386
18086,8903
18087,14686
18088,11784
18089,18457
18090,2739
18091,19857
18092,8004
18093,6163
18094,17379
18095,9052
18096,15423
18097,6010
18098,19894
18099,17360
18100,1930
18101,14456
18102,17982
18103,8744
18104,8327
18105,18750
18106,4421
18107,11821
18108,7591
18109,11075
18110,7317
18111,2646
18112,5419
18113,14529
18114,11407
18115,14336
18116,7297
18117,15614
18118,14894
18119,9537
18120,19917
18121,11867
18122,15914
18123,7066
18124,8849
18125,2169
18126,5634
18127,12926
18128,13305
18129,14292
18130,16700
18131,15406
18132,6130
18133,9935
18134,2003
18135,10510
18136,3496
18137,1626
18138,19164
18139,9663
18140,13087
18141,5964
18142,16162
18143,3555
18144,10267
18145,6931
18146,16369
18147,5194
18148,9718
18149,6306
18150,19023
18151,14527
18152,18637
18153,10269
18154,6876
18155,16335
18156,8462
18157,3765
18158,14723
18159,17224
18160,15511
18161,6094
18162,2091
18163,16569
18164,1642
18165,13349
18166,9515
18167,14782
18168,16717
18169,11070
18170,18987
18171,14125
18172,2969
18173,15144
18174,13265
18175,13236
18176,4116
18177,1013
18178,16323
18179,630
18180,1727
18181,467
18182,12980
18183,2304
18184,6908
18185,11242
18186,3840
18187,278
18188,281
18189,1891
18190,18767
18191,7479
18192,837
18193,18752
18194,7313
18195,16583
18196,3675
18197,13743
18198,12120
18199,756
18200,9948
18201,10329
18202,17631
18203,332
18204,18018
18205,17508
18206,17218
18207,2388
18208,12448
18209,4338
18210,9794
18211,6375
18212,5761
18213,573
18214,10593
18215,18707
18216,587
18217,1927
18218,16426
18219,13970
18220,17237
18221,898
18222,1987
18223,7100
18224,18660
18225,9886
18226,12365
18227,7646
18228,12201
18229,17308
18230,17501
18231,3895
18232,2541
18233,3262
18234,8890
18235,6518
18236,3021
18237,14266
18238,4494
18239,17015
18240,19096
18241,19240
18242,4089
18243,18178
18244,11173
18245,9025
18246,17371
18247,8285
18248,16546
18249,8511
18250,791
18251,16811
18252,12532
18253,18993
18254,10354
18255,19417
18256,5659
18257,14683
18258,4779
18259,13804
18260,2815
18261,3644
18262,6862
18263,8412
18264,8644
18265,5906
18266,5880
18267,9613
18268,18559
18269,8792
18270,4731
18271,2683
18272,17325
18273,16446
18274,18261
18275,15074
18276,6607
18277,19405
18278,15576
18279,18323
18280,6335
18281,1890
18282,10952
18283,3651
18284,17557
18285,19375
18286,6166
18287,16506
18288,13556
18289,9644
18290,7095
18291,13733
18292,3427
18293,13596
18294,13362
18295,3055
18296,13839
18297,16777
18298,2064
18299,11469
18300,16277
18301,12769
18302,16763
18303,10580
18304,11444
18305,3250
18306,19988
18307,2949
18308,2119
18309,289
18310,3248
18311,17336
18312,7901
18313,1240
18314,9248
18315,13740
18316,10103
18317,9137
18318,10861
18319,9270
18320,9390
18321,5512
18322,14830
18323,19237
18324,16170
18325,666
18326,7398
18327,9541
18328,18263
18329,10511
18330,17854
18331,10268
18332,6620
18333,5219
18334,13295
18335,15097
18336,13076
18337,16099
18338,15159
18339,10474
18340,19186
18341,15604
18342,15909
18343,13332
18344,6276
18345,5623
18346,13611
18347,7132
18348,6738
18349,18414
18350,18473
18351,11321
18352,5303
18353,13568
18354,14329
18355,851
18356,19511
18357,14228
18358,8404
18359,11437
18360,7833
18361,1000
18362,10357
18363,19755
18364,7880
18365,17140
18366,5376
18367,12249
18368,8603
18369,1097
18370,2733
18371,6115
18372,9402
18373,13942
18374,16210
18375,6824
18376,5362
18377,10048
18378,11196
18379,17744
18380,18103
18381,5544
18382,9043
18383,19002
18384,17161
18385,5908
18386,6426
18387,6802
18388,7608
18389,16501
18390,3636
18391,126
18392,15175
18393,13119
18394,16074
18395,2291
18396,16720
18397,18531
18398,18040
18399,15240
18400,14471
